,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Cocoa Level,Number_of_Ingredients,Ingredient Level,Rating,Rating Level,Ingredients_abbr,Most Memorable Characteristics
1581,Moka Origins,U.S.A.,2019,Tanzania,Kokoa Kamili,0.72,Mid percent,2,2,3.75,Mid-level,"B,S","cocoa, fig, classic"
1582,Exquisito,U.S.A.,2019,Peru,"Maranon, Fortunato ",0.73,Mid percent,3,3,3.0,Mid-level,"B,S,C",dominated by heavy roast
1583,5150,U.S.A.,2019,Tanzania,"Kokoa Kamili, batch 1 ",0.76,High percent,3,3,3.25,Mid-level,"B,S,C","rich cocoa, fatty, bready"
1584,Kah Kow - USA,U.S.A.,2019,Dominican Republic,"El Valle, Collection 01, Rizek",0.72,Mid percent,4,4,3.0,Mid-level,"B,S,C,L","creamy, black tea, vegetal"
1585,Kah Kow - USA,U.S.A.,2019,Dominican Republic,"Los Bejucos, Collection 01, Rizek",0.65,Mid percent,4,4,3.75,Mid-level,"B,S,C,L","creamy, distinct, dried fruit"
1586,5150,U.S.A.,2019,Madagascar,"Bejofo Estate, batch 1",0.76,High percent,3,3,3.75,Mid-level,"B,S,C","cocoa, blackberry, full body"
1587,5150,U.S.A.,2019,Dominican Republic,"Zorzal, batch 1",0.76,High percent,3,3,3.5,Mid-level,"B,S,C","cocoa, vegetal, savory"
1591,Piety and Desire,U.S.A.,2020,Vietnam,"Dak Nong, batch 405",0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","swiss miss, pistachio, rich"
1592,Piety and Desire,U.S.A.,2020,Tanzania,"Kokoa Kamili, Kilombero Valley, batch 304",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","sweet, cream, cherry, rich"
1593,Piety and Desire,U.S.A.,2020,India,Kerla,0.73,Mid percent,3,3,3.5,Mid-level,"B,S,C","creamy, fruity, mocha"
1594,Acalli,U.S.A.,2020,Mexico,"Teapa, Tabasco, batch 2",0.74,Mid percent,2,2,3.25,Mid-level,"B,S","herbal, molasses, hammy"
1595,Crow and Moss,U.S.A.,2020,Dominican Republic,"Zorzal, batch 40",0.7,Mid percent,2,2,3.25,Mid-level,"B,S","deep cherry, earthy, rubbery"
1596,Crow and Moss,U.S.A.,2020,Colombia,"Aruaca, batch 39",0.7,Mid percent,2,2,3.25,Mid-level,"B,S","nutty, citrus"
1597,Crow and Moss,U.S.A.,2020,Honduras,"Wampusirpi, batch 41",0.7,Mid percent,2,2,3.5,Mid-level,"B,S","banana, spicy, grassy"
1598,Dick Taylor,U.S.A.,2020,Blend,"Northerner, Madagascar and Brazil",0.73,Mid percent,2,2,3.5,Mid-level,"B,S","burnt honey, earthy"
1602,Acalli,U.S.A.,2020,Peru,"Barataria, El Plantal and Norandino Tumbes blend",0.7,Mid percent,2,2,3.5,Mid-level,"B,S","hot cocoa, rich, molasses"
1614,Maverick,U.S.A.,2020,U.S.A.,"Hawai'i Island, Big Island, Mauna Kea",0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","nutty, cheese, savory"
1615,Maverick,U.S.A.,2020,Madagascar,"Akesson P., Sambirano",0.65,Mid percent,3,3,3.25,Mid-level,"B,S,C","sweet edge, sour fruit"
1618,Maverick,U.S.A.,2020,Vietnam,"Dak Nong, Marou Cacao",0.75,High percent,3,3,3.0,Mid-level,"B,S,C","roasty, hammy, dirty"
1619,Nuance,U.S.A.,2020,Nigeria,"Akwa Ibom, 2017 h., batch 19762",0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","cocoa, nut, dried fruit, rubbery"
1620,Nuance,U.S.A.,2020,Vietnam,"Lam Dong, 2016 h., batch 20111",0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","spicy, cocoa, hammy"
1623,Odyssey,U.S.A.,2020,Guatemala,Cahabon,0.7,Mid percent,2,2,3.0,Mid-level,"B,S","damp woody, leather, cocoa"
1626,Odyssey,U.S.A.,2020,Tanzania,Kokoa Kamili,0.7,Mid percent,2,2,3.0,Mid-level,"B,S","sour banana, muted"
1627,Odyssey,U.S.A.,2020,Uganda,Bundibugyo,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","dominant hazelnut, fudge"
1628,Odyssey,U.S.A.,2020,India,Idukki Hills,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","intense tart, sourness"
1629,Odyssey,U.S.A.,2020,Bolivia,"Tranquilidad, Wild",0.7,Mid percent,2,2,3.75,Mid-level,"B,S","silky smooth, cherry, cocoa"
1630,Kah Kow,U.S.A.,2020,Dominican Republic,"Tireo, Rizek Historical Selection, single estate",0.68,Mid percent,4,4,3.75,Mid-level,"B,S,C,L","rich cocoa, dried fruit, roasty"
1631,Kah Kow,U.S.A.,2020,Dominican Republic,"La Magdalena, Rizek Historical S., single estate",0.7,Mid percent,3,3,3.75,Mid-level,"B,S,C","light color, nutty, caramel"
1632,Odyssey,U.S.A.,2020,Colombia,Arhuaca,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","walnut, tobacco, grassy"
1633,Odyssey,U.S.A.,2020,Vietnam,Ben Tre,0.7,Mid percent,2,2,3.75,Mid-level,"B,S","complex,cranberry,malt, vanilla"
1634,Kah Kow,U.S.A.,2020,Dominican Republic,"West Indian, Rizek Historical S. ",0.67,Mid percent,4,4,3.75,Mid-level,"B,S,C,L","banana, fall spices, earthy"
1635,Lumineux,U.S.A.,2020,Madagascar,"Bejofo E., Sambirano, batch 115",0.73,Mid percent,3,3,3.25,Mid-level,"B,S,C","roasted pear, cocoa, sour"
1636,Lumineux,U.S.A.,2020,Tanzania,"Kilombero Valley, batch 74",0.75,High percent,3,3,3.25,Mid-level,"B,S,C","fatty, dominant roast, spice"
1637,Crow and Moss,U.S.A.,2020,Ecuador,"Camino Verde, batch 84",0.7,Mid percent,2,2,3.25,Mid-level,"B,S","bold, black tea, floral, banana"
1638,Lumineux,U.S.A.,2020,India,"Kerala State, GoGround, batch 88",0.72,Mid percent,3,3,3.0,Mid-level,"B,S,C","deep cocoa, sl. pungent, sandy"
1639,Lumineux,U.S.A.,2020,Uganda,"Semuliki Forest, Latitude Trading Co, batch 100",0.68,Mid percent,3,3,3.25,Mid-level,"B,S,C","candied, sweet cocoa, roasty"
1640,Lumineux,U.S.A.,2020,Ivory Coast,"Cote d'Ivoire, batch 83",0.67,Mid percent,3,3,3.5,Mid-level,"B,S,C","spice, coconut"
1643,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Dominican Republic,"Zorzal Reserve, Hispaniola, batch 239",0.72,Mid percent,4,4,2.75,Mid-level,"B,S,C,V","cocoa butter dominates, cocoa"
1644,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Peru,Ucayali,0.72,Mid percent,4,4,2.75,Mid-level,"B,S,C,V","intense,sweet,vanilla dominate"
1645,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Ecuador,Costa Esmeraldas ,0.72,Mid percent,4,4,3.0,Mid-level,"B,S,C,V","cocoa base, sweet, earthy"
1646,Or Dubh,U.S.A.,2020,Madagascar,"Sambirano, Northern Ambanja, 2018 Harvest",0.7,Mid percent,2,2,3.25,Mid-level,"B,S","sweet, tart, raisin, sour ending"
1647,Ritual,U.S.A.,2020,Madagascar,"Sambirano, 2019 h., batch 7",0.75,High percent,3,3,3.5,Mid-level,"B,S,C","tart fruit, roasty"
1648,Chokola,U.S.A.,2020,Venezuela,"Chuao w/ nibs, 2017-2018 harvest, Batch 9",0.75,High percent,2,2,3.75,Mid-level,"B,S","mild lemon, cocoa, crisp nibs"
1649,Chokola,U.S.A.,2020,Madagascar,"Bejofo, 2019 H., Batch 20",0.67,Mid percent,2,2,4.0,Highest,"B,S","cherry, perfectly balanced roast"
1651,Or Dubh,U.S.A.,2020,Vietnam,"Ben Tre, Mekond Delta, 2018 H.",0.7,Mid percent,2,2,3.25,Mid-level,"B,S","roast dominates,spicy,astringent"
1652,Or Dubh,U.S.A.,2020,Tanzania,"Kokoa Kamili, Kilombero Valley, 2018 H. ",0.7,Mid percent,2,2,3.5,Mid-level,"B,S","sweet edge, dried fruit, lemon"
1653,Xocolatl,U.S.A.,2020,Peru,"San Martin de Pangoa, batch 46",0.7,Mid percent,2,2,3.5,Mid-level,"B,S","burnt caramel, grapes"
1657,Escazu,U.S.A.,2008,Venezuela,Ocumare,0.72,Mid percent,4,4,3.0,Mid-level,"B,S,C,V","woody, cocoa"
1658,Xocolatl,U.S.A.,2020,Tanzania,"Kokoa Kamili, Kilombero Valley, batch 1",0.73,Mid percent,2,2,3.25,Mid-level,"B,S","sandy, earthy, hint of tang"
1659,Xocolatl,U.S.A.,2020,Nicaragua,"Matagalpa, batch 57",0.72,Mid percent,2,2,3.5,Mid-level,"B,S","sandy, roasty, fig, late spiciness"
1660,Cultura,U.S.A.,2020,Haiti,"Pisa, 2020 harvest, batch 20111",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C",rich malt
1661,Cultura,U.S.A.,2020,Belize,"Maya Mountain, 2020 harvest, batch 20107",0.75,High percent,3,3,3.5,Mid-level,"B,S,C","raspberry, cocoa"
1662,Triangle Roasters,U.S.A.,2020,Nicaragua,La Colonia,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","high acidity, toffee, spicy"
1663,Triangle Roasters,U.S.A.,2020,Haiti,Pisa,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","dominating roast, deep cocoa"
1664,Cultura,U.S.A.,2020,Guatemala,"Lachua, Cacao Verapaz, 2018 harvest, batch 20092",0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","sandy, sweet, basic cocoa base"
1665,Cultura,U.S.A.,2020,Mexico,"Tabasco, Agrofloresta Cacao, 2020 h., batch 20098",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","raisins, honey, molassses"
1666,Pollinator,U.S.A.,2020,Bolivia,"Tranquilidad, ""Wild Bolivia""",0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","sandy, dried fruit, earthy"
1667,Pollinator,U.S.A.,2020,Dominican Republic,Zorzal Plantation,0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","slightly bitter, earthy, fruity"
1668,Pollinator,U.S.A.,2020,Tanzania,Tanzania,0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","raisins, grapes, tart"
1669,Triangle Roasters,U.S.A.,2020,Guatemala,Guatemala,0.7,Mid percent,2,2,3.75,Mid-level,"B,S","bright fruit, heavy roast, smooth"
1670,Chokola,U.S.A.,2020,Guatemala,"Verapaz, 2017 harvest, Batch 14",0.7,Mid percent,2,2,3.5,Mid-level,"B,S","rich, raisiny, molasses"
1671,Chokola,U.S.A.,2020,Belize,"Maya Mountain, 2017 harvest, Batch 11",0.7,Mid percent,2,2,3.75,Mid-level,"B,S","fruity, honey, cocoa, roasty"
1672,El Buen,U.S.A.,2020,Madagascar,"Akessons, Sambirano Valley",0.7,Mid percent,2,2,3.0,Mid-level,"B,S","molasses, red fruit, astringent"
1673,El Buen,U.S.A.,2020,Colombia,Tumaco,0.7,Mid percent,2,2,3.0,Mid-level,"B,S","cocoa, spice, alcohol, dirty"
1674,Lirio,U.S.A.,2020,Sierra Leone,"Gola Rainforest, batch 920",0.72,Mid percent,2,2,2.5,Mid-level,"B,S","grassy, rubbery, chemical"
1675,Lirio,U.S.A.,2020,India,"Anamalai, batch 970",0.72,Mid percent,2,2,3.0,Mid-level,"B,S","basic cocoa, dirty/burnt edge"
1676,Lirio,U.S.A.,2020,Vietnam,"Tien Giang, batch 970",0.72,Mid percent,2,2,3.0,Mid-level,"B,S","spicy, sweet, cocoa"
1677,Potomac,U.S.A.,2021,Uganda,"Semuliki Forest, batch 20035",0.75,High percent,2,2,3.75,Mid-level,"B,S","light cocoa, dairy,faint cinnamon"
1678,Monsoon,U.S.A.,2021,Ecuador,"Esmeraldas, batch 9",0.75,High percent,2,2,3.75,Mid-level,"B,S","intense, floral, cocoa,long lasting"
1679,5150,U.S.A.,2021,Fiji,"Matasawalevu, batch 1",0.68,Mid percent,3,3,3.0,Mid-level,"B,S,C","chewy, off, rubbery"
1680,Brasstown,U.S.A.,2021,Tanzania,Kokoa Kamili,0.62,Mid percent,3,3,3.0,Mid-level,"B,S,C","very sweet, melon, caramel"
1681,5150,U.S.A.,2021,India,"Anamalai, batch 1",0.68,Mid percent,3,3,3.5,Mid-level,"B,S,C","milk brownie, macadamia,chewy"
1682,5150,U.S.A.,2021,Venezuela,"Sur del Lago, batch 1",0.72,Mid percent,3,3,3.0,Mid-level,"B,S,C","fatty, earthy, moss, nutty,chalky"
1683,5150,U.S.A.,2021,Uganda,"Semuliki Forest, batch 1",0.8,High percent,3,3,3.25,Mid-level,"B,S,C","mildly bitter, basic cocoa, fatty"
1684,Dandelion,U.S.A.,2021,Tanzania,"Kokoa Kamili, 2017 h., batch 2",0.7,Mid percent,2,2,3.5,Mid-level,"B,S","dairy, honey, cocoa"
1685,Dandelion,U.S.A.,2021,Brazil,"Vale Potumuju, 2019 h., batch 1",0.7,Mid percent,2,2,4.0,Highest,"B,S",distinct choco and graham
1686,Fruition,U.S.A.,2021,Dominican Republic,"Los Bejucos, batch 1",0.77,High percent,2,2,3.25,Mid-level,"B,S","sl. bitter up front, fatty, intense"
1687,Dandelion,U.S.A.,2021,Peru,"Piura Blanco, 2015 h.,Norandino Coop, batch 1",0.7,Mid percent,2,2,3.25,Mid-level,"B,S","grape, pungent "
1688,Dandelion,U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2016 h., batch 1",0.7,Mid percent,2,2,3.5,Mid-level,"B,S","faint fruit, basic fudgey"
1689,Dandelion (Japan),U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2017 h.",0.7,Mid percent,2,2,3.0,Mid-level,"B,S","light caramel, sl. dry, earthy"
1690,Fruition,U.S.A.,2021,Dominican Republic,"Hispaniola, Dom. Rep. blend, batch 50",0.68,Mid percent,4,4,3.75,Mid-level,"B,S,C,V","dried fruit, cocoa base, fatty"
1692,Castronovo,U.S.A.,2021,Peru,"Valle de Los Rios, batch 990",0.7,Mid percent,3,3,4.0,Highest,"B,S,C","complex, strawberry, floral"
1693,Dick Taylor,U.S.A.,2021,Jamaica,"Bachelor's Hall, batch 20240",0.75,High percent,2,2,3.75,Mid-level,"B,S","sl. bitter, black licorice, dried fig"
1698,Bittersweet Origins,U.S.A.,2008,Ghana,Ankasa,0.7,Mid percent,2,2,3.0,Mid-level,"B,S","nutmeg, sour"
1699,Black Mountain,U.S.A.,2008,Dominican Republic,La Red,0.7,Mid percent,3,3,2.75,Mid-level,"B,S,C","unrefined, fruity"
1700,Black Mountain,U.S.A.,2008,Venezuela,Carenero Superior,0.7,Mid percent,3,3,2.75,Mid-level,"B,S,C","sweet grass, muted spice"
1701,Black Mountain,U.S.A.,2008,Nicaragua,Matiguas,0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","rich, leather, woodsy"
1702,Letterpress,U.S.A.,2021,Sao Tome & Principe,"Satocao, limited ed., batch 2",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","buttery, sunflower, astringent"
1703,Letterpress,U.S.A.,2021,U.S.A.,"Maui Kuia E., Hawaii, 2018-2019 h., batch 1",0.7,Mid percent,3,3,3.75,Mid-level,"B,S,C",home baked banana nut bread
1707,Odyssey,U.S.A.,2021,Haiti,Pisa,0.7,Mid percent,2,2,3.75,Mid-level,"B,S","blackberry, tang"
1709,Taylor Made,U.S.A.,2021,Haiti,"Haiti, batch 2020SEP",0.67,Mid percent,3,3,2.75,Mid-level,"B,S,C","earthy, fatty, gritty"
1712,Escazu,U.S.A.,2021,Blend,"""Roasted Cocoa Nibs"", Latin America Blend, b.060321",0.65,Mid percent,3,3,3.0,Mid-level,"B,S,C","sweet, too few nibs, cocoa"
1713,Escazu,U.S.A.,2021,Colombia,"Arhuacos, Sierra Nevada, batch 060221",0.7,Mid percent,2,2,3.5,Mid-level,"B,S","mild licorice, late mocha"
1714,Black Mountain,U.S.A.,2021,Dominican Republic,"""Cocoa Nibs"", Hispaniola w/ nibs",0.7,Mid percent,4,4,3.75,Mid-level,"B,S,C,L","bright fruit, crisp nibs, cocoa"
1715,Dancing Lion,U.S.A.,2021,Puerto Rico,"Puerto Rico, collab w/ USDA (Juan Echevarria)",0.68,Mid percent,4,4,2.5,Mid-level,"B,S,C,L","harsh woody/green, cocoa base"
1716,Dancing Lion,U.S.A.,2021,India,Anamalai,0.72,Mid percent,4,4,3.0,Mid-level,"B,S,C,L","fresh fruit, sour cherry, roasty"
1717,Dancing Lion,U.S.A.,2021,Peru,"Ucayali, collab w/ USAID & Alanzo Cacao",0.72,Mid percent,4,4,3.5,Mid-level,"B,S,C,L","raisiny, slight anise, roasty"
1718,Videri,U.S.A.,2021,Guatemala,Chimelb ,0.75,High percent,2,2,2.75,Mid-level,"B,S","earthy, harsh, acidic"
1719,Videri,U.S.A.,2021,Dominican Republic,Zorzal,0.75,High percent,2,2,3.0,Mid-level,"B,S","roasty, berry notes"
1720,Videri,U.S.A.,2021,Blend,"""Classic Dark"", Ecuador-Guatemala-Dom. Rep.",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","nutty, grassy, cocoa"
1721,Videri,U.S.A.,2021,Ecuador,Costas Esmeraldas,0.75,High percent,2,2,3.5,Mid-level,"B,S",floral & fruit
1722,Odyssey,U.S.A.,2021,Blend,"Elegant Asian Blend"", Vietnam, India",1.0,Completely Cocoa,1,1,3.0,Mid-level,B,"sharp fruit, intense, sl. Sour"
1723,Odyssey,U.S.A.,2021,U.S.A.,Hawaii Kona,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","burnt fudge, nutty"
1724,Poppy and Peep,U.S.A.,2021,Haiti,Haiti,0.71,Mid percent,3,3,2.75,Mid-level,"B,S,C","sweet, spoiled milk, vegetal"
1725,Poppy and Peep,U.S.A.,2021,Guatemala,Guatemala,0.76,High percent,3,3,3.0,Mid-level,"B,S,C",tart with woody undertones
1726,Animas,U.S.A.,2021,Belize,"Maya Mountain, batch 39",0.75,High percent,2,2,3.0,Mid-level,"B,S","burnt toast, cherry"
1727,Animas,U.S.A.,2021,Guatemala,"Alta Verapaz, Cahabon & Lanquin regions, b. 4243",0.75,High percent,2,2,3.25,Mid-level,"B,S","orange citrus, harsh earthiness"
1728,Loon,U.S.A.,2021,Belize,Maya Mountain,0.75,High percent,3,3,3.0,Mid-level,"B,S,C","cherry, fatty, cocoa"
1729,Poppy and Peep,U.S.A.,2021,Ghana,Ghana,0.66,Mid percent,3,3,3.0,Mid-level,"B,S,C","extra sweet, nutty, deep cocoa"
1730,Guittard,U.S.A.,2008,Peru,Machu Pichu,0.65,Mid percent,5,5,3.0,Mid-level,"B,S,C,V,L","sweet, vanilla, rich"
1732,Loon,U.S.A.,2021,Bolivia,Alto Beni,0.7,Mid percent,3,3,2.75,Mid-level,"B,S,C","sweet, sl. smokiness, fruit"
1733,Seahorse,U.S.A.,2021,Peru,Ucayali,0.7,Mid percent,2,2,3.5,Mid-level,"B,S","orange, fig, cocoa"
1734,Black Sheep,U.S.A.,2021,Colombia,"Sierra Nevada, batch 92",0.72,Mid percent,3,3,3.25,Mid-level,"B,S,C","burnt caramel, cocoa, floral"
1735,Black Sheep,U.S.A.,2021,Belize,"Maya Mountain, batch 98",0.72,Mid percent,3,3,3.25,Mid-level,"B,S,C",honey with subtle tobacco
1737,Seahorse,U.S.A.,2021,Vietnam,Ben Tre,0.7,Mid percent,2,2,3.5,Mid-level,"B,S",blueberry & cocoa dominate
1738,Chocotenango,U.S.A.,2021,Guatemala,"Chivite, Cahabon River",0.7,Mid percent,2,2,3.25,Mid-level,"B,S","melon, mild spice, cocoa"
1739,Chocotenango,U.S.A.,2021,Belize,"Maya Mountain, Toledo",0.7,Mid percent,2,2,3.5,Mid-level,"B,S",full flavor w/ dominant roast
1740,Maribea,U.S.A.,2021,Mexico,Tabasco ,0.72,Mid percent,3,3,2.75,Mid-level,"B,S,C","earthy, musty, sweet"
1741,Maribea,U.S.A.,2021,Bolivia,"Alto Beni, Walikewa",0.72,Mid percent,3,3,2.75,Mid-level,"B,S,C","floral, earthy, acidic, harsh"
1742,Maribea,U.S.A.,2021,Brazil,"Bahia, Catongo",0.72,Mid percent,3,3,3.25,Mid-level,"B,S,C","delicate, nutty, butterscotch"
1743,Chocotenango,U.S.A.,2021,Dominican Republic,Duarte,0.73,Mid percent,2,2,3.25,Mid-level,"B,S","hazelnut, bold, strong roast"
1744,Goodnow Farms,U.S.A.,2021,Ecuador,"Costa Esmeraldas, Salazar Farm",0.7,Mid percent,3,3,3.75,Mid-level,"B,S,C","banana, cocoa, late floral"
1745,Dandelion,U.S.A.,2021,Guatemala,"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1",0.7,Mid percent,2,2,2.75,Mid-level,"B,S","pungent, woody, choco pudding"
1746,Dandelion,U.S.A.,2021,India,"Anamalai, 2018 H., batch 1",0.7,Mid percent,2,2,2.75,Mid-level,"B,S","pungent, sour, tart, intense"
1747,Dandelion,U.S.A.,2021,India,"Anamalai, 2019 H., batch 1, nutmeg fermentation",0.7,Mid percent,2,2,3.25,Mid-level,"B,S","orange soda, sour"
1749,Cocoa Forge,U.S.A.,2021,Peru,"Maranon, batch 244PEmaD",0.68,Mid percent,3,3,3.0,Mid-level,"B,S,C","molasses, dried fruit, tart, off"
1750,Cocoa Forge,U.S.A.,2021,Madagascar,"Sambirano, batch 236MAsaD77",0.77,High percent,2,2,3.25,Mid-level,"B,S","Rich cocoa, tart, papery"
1751,Cocoa Forge,U.S.A.,2021,Colombia,"Tumaco, batch 227COtm ",0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","sweet, cocoa, cardboard off"
1756,Hemisphere,U.S.A.,2021,Ecuador,"Esmeraldas, Muisne Estate",0.7,Mid percent,2,2,2.75,Mid-level,"B,S","harsh, earthy, dirty"
1757,Hemisphere,U.S.A.,2021,Nicaragua,"Matagalpa, El Tuma region",0.7,Mid percent,2,2,3.25,Mid-level,"B,S","delicate fruit, black tea"
1760,Raphio,U.S.A.,2021,Ghana,"Suhum Region, ABOCFA, b. IG7720",0.72,Mid percent,3,3,3.5,Mid-level,"B,S,C","gateway, nutty, rich cocoa"
1761,Zac Squared,U.S.A.,2021,Trinidad,Rio Claro,0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","nutty, fruity, sweet"
1762,Zac Squared,U.S.A.,2021,Vietnam,Ben Tre,0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","tart, cherry, cocoa, mild sour"
1763,Zac Squared,U.S.A.,2021,Dominican Republic,Zorzal,0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","sweet, rich, cocoa, fruity"
1764,Potomac,U.S.A.,2021,Peru,"Ucayali, batch 200105",0.7,Mid percent,2,2,3.75,Mid-level,"B,S","anise, cocoa, dried fruit"
1765,White Label aka Mutari,U.S.A.,2021,Honduras,"La Masica, 2015 harvest, b. LH74HORZConcheV2",0.74,Mid percent,2,2,3.75,Mid-level,"B,S","brownie, nutty, roasty"
1766,White Label aka Mutari,U.S.A.,2021,Trinidad,"Garcia Estate, 2019 harvest, b. GT722162021820",0.72,Mid percent,3,3,3.75,Mid-level,"B,S,C","complex, mild tobacco, nut, fruit"
1768,White Label aka Mutari,U.S.A.,2021,Philippines,"Kablon Farms, b. KP7417211821",0.74,Mid percent,3,3,3.5,Mid-level,"B,S,C","nutty, roasted cherry, coffee"
1769,White Label aka Mutari,U.S.A.,2021,Uganda,"Semuliki, 2017-18 h., batch SU72conche22212621",0.72,Mid percent,3,3,3.5,Mid-level,"B,S,C","nutty, cocoa, yogurt"
1770,CAR Artisan,U.S.A.,2021,Nicaragua,"La Colonia, batch 5",0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","burnt blueberry, off"
1771,CAR Artisan,U.S.A.,2021,Tanzania,"Kokoa Kamili, batch 9",0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","unusually tart, nutty"
1774,CAR Artisan,U.S.A.,2021,Peru,"Ucayali, batch 12",0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","intense, cooked black licorice"
1775,CAR Artisan,U.S.A.,2021,Mexico,"Soconusco, batch 2",0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","strong tobacco, grassy"
1776,Cleveland Chocolate Company,U.S.A.,2021,Dominican Republic,Oko Caribe,0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","spice, earthy, honey, sour"
1777,Cleveland Chocolate Company,U.S.A.,2021,Haiti,Pisa,0.79,High percent,3,3,3.5,Mid-level,"B,S,C","blueberry, sweet edge, pure"
1778,sweet beans,U.S.A.,2021,Honduras,Honduras,0.72,Mid percent,3,3,3.0,Mid-level,"B,S,C","overly roasty, spicy"
1779,sweet beans,U.S.A.,2021,Peru,Peru,0.72,Mid percent,3,3,3.0,Mid-level,"B,S,C","earthy, roasty, hammy"
1780,sweet beans,U.S.A.,2021,Uganda,Uganda,0.77,High percent,3,3,3.5,Mid-level,"B,S,C","melon, mocha"
1781,sweet beans,U.S.A.,2021,Trinidad,Trinidad,0.8,High percent,3,3,3.75,Mid-level,"B,S,C","herbal, tea, dried fruit"
1784,Chokola,U.S.A.,2021,Tanzania,"Kokoa Kamili, harvest 2018",0.75,High percent,2,2,3.5,Mid-level,"B,S","roasty, cocoa, sandy, coffee AT"
1785,Chokola,U.S.A.,2021,Bolivia,"Wild Tranquilidad, harvest 2018, batch 9",0.75,High percent,2,2,3.75,Mid-level,"B,S","hint of lemon, classic brownie"
1786,Fresco,U.S.A.,2021,Ghana,"ABOCFA, #260, LR-SC, batch 20-335",0.68,Mid percent,3,3,3.25,Mid-level,"B,S,C","coconut, high astringency"
1787,Fresco,U.S.A.,2021,Ghana,"ABOCFA, #261, DR-MC, batch 21-448",0.68,Mid percent,3,3,3.5,Mid-level,"B,S,C","fudgey, spicey, nutty"
1788,Gotham,U.S.A.,2021,India,"Idukki Hills, ""Adventurous""",0.7,Mid percent,2,2,3.0,Mid-level,"B,S","sweet, dominate cocoa, spice"
1789,Gotham,U.S.A.,2021,Bolivia,"Alto Beni, ""Wild""",0.7,Mid percent,2,2,3.25,Mid-level,"B,S",spice/herb dominate cocoa base
1790,Fresco,U.S.A.,2021,Nicaragua,"O'Payo Profundo, Waslala, MR-MC, #271, b. 21-431",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","oily, black licorice, spicey"
1791,Fresco,U.S.A.,2021,Nicaragua,"O'Payo Profundo, Waslala, DR-LC, #272, b. 21-433",0.7,Mid percent,3,3,3.75,Mid-level,"B,S,C","rich chocolate, late spice notes"
1792,Fresco,U.S.A.,2021,Venezuela,"Chuao Village, BR-SC, batch 21-437",0.68,Mid percent,3,3,4.0,Highest,"B,S,C","robust cocoa, dried cranberry"
1793,Gotham,U.S.A.,2021,Dominican Republic,Oko Caribe,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","sandy, sweet, earthy,deep cocoa"
1794,Moku,U.S.A.,2021,Madagascar,"Bejofo, batch 7",0.7,Mid percent,3,3,2.75,Mid-level,"B,S,C","creamy, off note, rubbery, petro"
1798,Moku,U.S.A.,2021,Dominican Republic,"Zorzal, batch 8",0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","dark fruit, slight harsh molasses"
1801,Wm,U.S.A.,2021,Dominican Republic,Dominican Republic,0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","dairy, caramel, brownie, nutty"
1802,Monsoon,U.S.A.,2021,Peru,"Ucayali, batch 9",0.72,Mid percent,3,3,3.5,Mid-level,"B,S,C","licorice, cocoa"
